Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
13,Japan,Kitami,Hokkaido,JP8YEF A,JP8YEF G,439.4100,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,43.83,143.92,+09:00
13,Japan,Obihiro,Hokkaido,JP8YEC A,JP8YEC G,439.4500,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.79,143.13,+09:00
13,Japan,Sapporo,Hokkaido,JP8YDZ A,JP8YDZ G,439.4900,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,43.47,142.8,+09:00
14,Latin America,Cali,Colombia,HK6FRC C,HK6FRC G,147.1800,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,3.42,-76.54,-06:00
14,Latin America,San Salvador,El Salvador,YS1RM  C,YS1RM  G,145.430,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,13.75,-89.25,-06:00
14,Latin America,Guatemala,Guatemala,TG0AA  C,TG0AA  G,146.9900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,14.39,-90.38,-06:00
11,Latin America,San Pedro Sula,Honduras,HR2RCH C,HR2RCH G,146.9400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,15.52,-88.02,-06:00
14,Latin America,Chihuahua,Chihuahua,XE2ITZ C,XE2ITZ G,147.6850,DUP-,3,DV,OFF,82.5Hz,Yes,Approximate,28.38,-106.05,-07:00
14,Latin America,Monterrey,Nuevo Leon,XE2NL  C,XE2NL  G,145.2100,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,25.67,-100.24,-06:00
14,Latin America,Monterrey,Nuevo Leon,XE2NL  B,XE2NL  G,438.2250,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,25.67,-100.24,-06:00
14,Latin America,Cancun,Quintana Roo,XE3RCC C,XE3RCC G,145.3000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,21.15,-86.89,-06:00
18,Sweden,Borlange,Dalarna,SK4BW  C,SK4BW  G,145.5750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,60.41,15.47,+01:00
18,Sweden,Borlange,Dalarna,SK4BW  B,SK4BW  G,434.9000,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,60.41,15.47,+01:00
18,Sweden,Mora / Orsa,Dalarna,SM4JDP C,SM4JDP G,145.6625,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,61.22,14.56,+01:00
18,Sweden,Glanshammar,Orebro,SG4UOF C,SG4UOF G,145.3375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,59.38,15.44,+01:00
18,Sweden,Norrkoping,Ostergotland,SK5BN  C,SK5BN  G,145.5750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,58.59,16.19,+01:00
18,Sweden,Glumslov,Skane,SK7MQ  B,SK7MQ  G,434.6250,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,55.94,12.82,+01:00
18,Sweden,Lonsboda,Skane,SG7IKJ C,SG7IKJ G,144.8125,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,56.4,14.32,+01:00
18,Sweden,Lonsboda,Skane,SG7IKJ B,SG7IKJ G,433.4750,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,56.4,14.32,+01:00
18,Sweden,Lonsboda,Skane,SG7IKJ A,SG7IKJ G,439.2700,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,56.4,14.32,+01:00
18,Sweden,Skane,Skane,SK6BA  C,SK6BA  G,145.5750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,57.5,12.66,+01:00
18,Sweden,Skane,Skane,SK6BA  B,SK6BA  G,433.5625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,57.5,12.66,+01:00
18,Sweden,Eskilstuna,Sodermanland,SK5LW  B,SK5LW  G,434.8500,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,59.4,16.43,+01:00
18,Sweden,Flen,Sodermanland,SK5UM  B,SK5UM  G,434.5500,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,59.06,16.61,+01:00
18,Sweden,Bandhagen,Stockholm,SK0RVF C,SK0RVF G,145.3625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,59.27,18.02,+01:00
18,Sweden,Bandhagen,Stockholm,SK0RVF B,SK0RVF G,433.4875,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,59.27,18.02,+01:00
18,Sweden,Bandhagen,Stockholm,SK0RVF A,SK0RVF G,434.3375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,59.27,18.02,+01:00
18,Sweden,Sigtuna,Stockholm,SK0RPF B,SK0RPF G,433.4375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,59.63,17.74,+02:00
18,Sweden,Stockholm,Stockholm,SK0RMT B,SK0RMT G,434.7375,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,59.45,18.08,+01:00
18,Sweden,Taby,Stockholm,SB0K   B,SB0K   G,434.5375,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,59.46,18.07,+01:00
18,Sweden,Tyreso,Stockholm,SE0E   C,SE0E   G,145.3375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,59.25,18.21,+01:00
18,Sweden,Tyreso,Stockholm,SK0QO  B,SK0QO  G,434.5750,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,59.24,18.25,+01:00
18,Sweden,Karlskoga,Varmland,SK4RKD B,SK4RKD G,434.5750,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,59.32,14.49,+01:00
18,Sweden,Umea,Vasterbotten,SK2AT  C,SK2AT  G,145.0000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,63.83,20.27,+01:00
18,Sweden,Umea,Vasterbotten,SK2AT  B,SK2AT  G,434.0000,DUP-,2,DV,OFF,82.5Hz,Yes,Approximate,63.83,20.27,+01:00
18,Sweden,Gothenborough ,Vastra Gotaland,SK6RKI C,SK6RKI G,145.7500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,57.69,11.99,+01:00
18,Sweden,Gothenburg,Vastra Gotaland,SE6H   B,SE6H   G,433.5250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,57.72,12.02,+01:00
18,Sweden,Hjo,Vastra Gotaland,SK6MA  C,SK6MA  G,145.2125,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,58.31,14.27,+01:00
18,Sweden,Hjo,Vastra Gotaland,SK6MA  B,SK6MA  G,433.4250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,58.31,14.27,+01:00
19,United Kingdom,Mt. Leinster,Ireland,EI7MLD B,EI7MLD G,430.3000,DUP+,9,DV,OFF,82.5Hz,Yes,Approximate,52.62,-6.77,+00:00
19,United Kingdom,Waterford,Ireland,EI7CDD B,EI7CDD G,439.6500,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.04,-7.74,+00:00
19,United Kingdom,Waterford,Ireland,EI7WCD B,EI7WCD G,439.6750,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.27,-7.15,+00:00
19,United Kingdom,Barnsley,England,GB7NA  B,GB7NA  G,439.45000,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.34,-1.24,+00:00
19,United Kingdom,Barnsley,England,GB7NA  C,GB7NA  G,145.6750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,53.34,-1.24,+00:00
19,United Kingdom,Basildon,England,MB6ZZ  C,MB6ZZ  G,144.8625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.58,0.47,+00:00
19,United Kingdom,Bath- South West,England,MB6WW  C,MB6WW  G,144.8500,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.35,-2.14,+00:00
19,United Kingdom,Bath- South West,England,GB7SW  C,GB7SW  G,145.6375,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,51.33,-2.2,+00:00
19,United Kingdom,BECCLES,England,GB7BE  B,GB7BE  G,439.6625,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.45,1.6,+00:00
19,United Kingdom,Bewdley,England,GB7WF  B,GB7WF  G,439.4875,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.38,-2.32,+00:00
19,United Kingdom,Birmingham,England,GB7BM  B,GB7BM  G,439.4000,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.47,-1.88,+00:00
19,United Kingdom,Blackpool LANCS,England,GB7BF  B,GB7BF  G,439.6750,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.8,-3.05,+00:00
19,United Kingdom,Bletchley Park,England,GB7BP  B,GB7BP  G,439.4500,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52,-0.74,+00:00
19,United Kingdom,Bourne,England,GB7KU  B,GB7KU  G,439.5250,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.84,-0.4,+00:00
19,United Kingdom,Bowburn,England,GB7PB  C,GB7PB  G,145.6625,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,54.74,-1.52,+00:00
19,United Kingdom,Cambridge,England,GB7PI  B,GB7PI  G,439.9125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.01,0,+00:00
19,United Kingdom,Cannock,England,GB7ZI  B,GB7ZI  G,439.6875,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.73,-2.03,+00:00
19,United Kingdom,Carlisle- Cumbri,England,MB6CA  C,MB6CA  G,144.8125,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,54.92,-2.76,+00:00
19,United Kingdom,Chandlers Ford,England,GB7IV  C,GB7IV  G,145.7750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,50.99,-1.39,+00:00
19,United Kingdom,Chelmsford Essex,England,MB6CE  C,MB6CE  G,144.8625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.75,0.52,+00:00
19,United Kingdom,Clacton on Sea,England,MB6CL  B,MB6CL  G,430.1875,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.82,1.17,+00:00
19,United Kingdom,Clacton-on-sea,England,GB7TE  C,GB7TE  G,145.7750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,51.81,1.22,+00:00
19,United Kingdom,Clacton-on-Sea,England,MB6DS  C,MB6DS  G,144.8375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.81,1.15,+00:00
19,United Kingdom,Corsham- South W,England,MB6IUE B,MB6IUE G,431.1375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.42,-2.19,+00:00
19,United Kingdom,Croydon,England,MB6ISC B,MB6ISC G,434.0500,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.37,-0.08,+00:00
19,United Kingdom,Derby,England,GB7DC  C,GB7DC  G,145.6875,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,52.94,-1.43,+00:00
19,United Kingdom,Derby,England,GB7DC  B,GB7DC  G,439.4750,DUP+,9,DV,OFF,82.5Hz,Yes,Approximate,52.94,-1.43,+00:00
19,United Kingdom,Derbyshire,England,GB3IN  C,GB3IN  G,145.6375,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,53.14,-1.47,+00:00
19,United Kingdom,East Dereham,England,MB6DE  C,MB6DE  G,144.8250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,52.68,0.93,+00:00
19,United Kingdom,East Grinstead,England,MB6EG  C,MB6EG  G,144.8625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.13,0.03,+00:00
19,United Kingdom,Eastbourne,England,GB7ES  B,GB7ES  G,439.4375,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,50.82,0.3,+00:00
19,United Kingdom,Eastbourne,England,MB6EB  C,MB6EB  G,144.8250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,50.81,0.27,+00:00
19,United Kingdom,Epsom,England,MB6EP  C,MB6EP  G,144.8250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.36,-0.26,+00:00
19,United Kingdom,exeter,England,GB7NL  B,GB7NL  G,439.4625,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,50.74,-3.5,+00:00
19,United Kingdom,Fareham,England,GB7FH  B,GB7FH  G,439.6125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,50.86,-1.19,+00:00
19,United Kingdom,Folkestone,England,GB7CF  C,GB7CF  G,145.6375,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,51.08,1.17,+00:00
19,United Kingdom,Folkestone,England,GB7CF  B,GB7CF  G,439.5125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,51.08,1.17,+00:00
19,United Kingdom,Folkestone,England,GB7FK  B,GB7FK  G,439.7375,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,51.11,1.22,+00:00
19,United Kingdom,Folkestone,England,GB7FK  C,GB7FK  G,145.7875,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,51.11,1.22,+00:00
19,United Kingdom,Gosport,England,GB7SO  B,GB7SO  G,439.5250,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,50.81,-1.14,+00:00
19,United Kingdom,Grantham,England,GB7GR  B,GB7GR  G,439.4500,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.94,-0.65,+00:00
19,United Kingdom,Grimsby,England,GB7GC  B,GB7GC  G,439.4375,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.56,-0.13,+00:00
19,United Kingdom,Harefield,England,MB6IHF B,MB6IHF G,430.0500,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.61,-0.47,+00:00
19,United Kingdom,Herne Bay,England,GB7IC  B,GB7IC  G,439.4500,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,51.37,1.15,+00:00
19,United Kingdom,Herne Bay,England,GB7IC  C,GB7IC  G,145.6625,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,51.37,1.15,+00:00
19,United Kingdom,Hexham,England,GB7TY  B,GB7TY  G,439.6125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,55,-2.04,+00:00
19,United Kingdom,Ilford,England,MB6INL B,MB6INL G,430.0250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.61,0.04,+00:00
19,United Kingdom,Leicester (Markf,England,GB3CF  C,GB3CF  G,145.6000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,52.7,-1.28,+00:00
19,United Kingdom,Lincoln,England,MB6ILN B,MB6ILN G, 431.1125,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,53.21,-0.54,+00:00
19,United Kingdom,Liverpool,England,MB6PF  C,MB6PF  G,144.8625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,53.46,-2.99,+00:00
19,United Kingdom,London,England,GB7OK  C,GB7OK  G,145.7125,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,51.36,0.15,+00:00
19,United Kingdom,Luton,England,MB6ILT B,MB6ILT G,430.0375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.89,-0.36,+00:00
19,United Kingdom,Lynemouth,England,GB7NE  B,GB7NE  G,439.4500,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,55.21,-1.52,+00:00
19,United Kingdom,Manchester,England,GB7MA  C,GB7MA  G,145.6000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,53.48,-2.08,+00:00
19,United Kingdom,Mendlesham ,England,GB7PP  B,GB7PP  G,439.4375,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.52,1.08,+00:00
19,United Kingdom,Norwich,England,GB7NB  B,GB7NB  G,439.6875,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.58,1.34,+00:00
19,United Kingdom,Orpington,England,MB6IOK B,MB6IOK G,430.0375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.4,0.13,+00:00
19,United Kingdom,Plymouth,England,GB3IE  B,GB3IE  G,430.8500,DUP+,7.6,DV,OFF,82.5Hz,Yes,Approximate,50.39,-4.11,+00:00
19,United Kingdom,Portsmouth,England,GB7RN  C,GB7RN  G,145.6375,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,50.84,1.19,+00:00
19,United Kingdom,Ruislip,England,MB6RE  C,MB6RE  G,144.8375,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.57,-0.39,+00:00
19,United Kingdom,Sandy,England,GB7SY  B,GB7SY  G,439.5875,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,52.66,-2.74,+00:00
19,United Kingdom,Scarborough,England,GB7RW  C,GB7RW  G,145.6000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,54.11,0.44,+00:00
19,United Kingdom,Sheffield,England,GB7SF  B,GB7SF  G,439.7375,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.42,-1.44,+00:00
19,United Kingdom,Sheffield,England,GB7SF  C,GB7SF  G,145.7375,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,53.42,-1.44,+00:00
19,United Kingdom,Stoke-on-Trent,England,GB3VT  C,GB3VT  G,145.7250,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,53.04,-2.09,+00:00
19,United Kingdom,Wakefield,England,GB7WY  B,GB7WY  G,439.5125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.72,-1.54,+00:00
19,United Kingdom,Warrington,England,GB7WC  B,GB7WC  G,439.4875,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.35,-2.63,+00:00
19,United Kingdom,Wirral,England,GB7RA  B,GB7RA  G,439.6500,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.31,-3.05,+00:00
19,United Kingdom,Wirral,England,GB7WP  B,GB7WP  G,439.9125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,53.35,-3.02,+00:00
19,United Kingdom,Worthing,England,GB7CQ  B,GB7CQ  G,439.6125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,50.81,-0.42,+00:00
19,United Kingdom,Wythall,England,GB3WL  B,GB3WL  G,430.9500,DUP+,7.6,DV,OFF,82.5Hz,Yes,Approximate,52.39,-1.88,+00:00
19,United Kingdom,Chelmsford,Northern Ireland,GB7ZP  B,GB7ZP  G,439.4875,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,51.71,0.51,+00:00
19,United Kingdom,Dungiven,Northern Ireland,MB6DN  B,MB6DN  G,439.4125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,54.93,-6.98,+00:00
19,United Kingdom,Omagh,Northern Ireland,GB7WT  B,GB7WT  G,439.6000,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,54.69,-7.39,+00:00
19,United Kingdom,Aberdeen,Scotland,GB7GD  C,GB7GD  G,145.6875,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,57.13,-2.14,+00:00
19,United Kingdom,Airdrie,Scotland,GB7DA  C,GB7DA  G,145.7750,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,55.89,-3.99,+00:00
19,United Kingdom,Dundee,Scotland,GB7DD  B,GB7DD  G,439.6625,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,56.5,-2.9,+00:00
19,United Kingdom,Scottish Borders,Scotland,GB7JD  B,GB7JD  G,439.4125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,55.48,-2.55,+00:00
19,United Kingdom,Stranraer,Scotland,GB7DK  C,GB7DK  G,145.6875,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,54.88,-5.06,+00:00
19,United Kingdom,Stranraer,Scotland,GB7DK  B,GB7DK  G,439.9125,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,54.88,-5.06,+00:00
19,United Kingdom,Barry,Wales,MB6BA  C,MB6BA  G,144.8625,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.43,-3.27,+00:00
19,United Kingdom,Brynmawr,Wales,MB6AC  C,MB6AC  G,144.8125,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.81,-2.17,+00:00
19,United Kingdom,Brynmawr,Wales,MB6IAC B,MB6IAC G,431.1000,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.81,-3.16,+00:00
19,United Kingdom,Cardiff,Wales,GB7CD  B,GB7CD  G,439.7000,DUP-,9,DV,OFF,82.5Hz,Yes,Approximate,51.48,-3.17,+00:00
19,United Kingdom,Cwmbran,Wales,MB6AB  C,MB6AB  G,144.8250,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,51.65,-3.03,+00:00
19,United Kingdom,Goodwick,Wales,MB6FG  C,MB6FG  G,144.8125,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,52.01,-5,+00:00
20,USA Midwest,Cabot,Arkansas,W5STR  B,W5STR  G,442.4750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.01,-92.13,-06:00
20,USA Midwest,Clarksville,Arkansas,WU5PIG B,WU5PIG G,442.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.46,-93.48,-06:00
20,USA Midwest,Finch,Arkansas,W1KLM  B,W1KLM  G,443.825,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36,-90.64,-06:00
20,USA Midwest,Imboden,Arkansas,W5WRA  B,W5WRA  G,442.4000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.18,-91.22,-06:00
20,USA Midwest,Little Rock,Arkansas,K5NSX  C,K5NSX  G,145.1700,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,34.48,-92.29,+04:30
20,USA Midwest,Little Rock,Arkansas,N5DSD  C,N5DSD  G,147.4800,DUP-,2.5,DV,OFF,82.5Hz,Yes,Approximate,34.75,-92.31,-06:00
20,USA Midwest,Little Rock,Arkansas,N5DSD  B,N5DSD  G,444.0125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,34.75,-92.31,-06:00
20,USA Midwest,Mountain View,Arkansas,KA0JTI B,KA0JTI G,443.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.95,-92.1,-06:00
20,USA Midwest,Mountain View,Arkansas,KF5BZP B,KF5BZP G,442.6375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.87,-92.11,-06:00
20,USA Midwest,Rogers,Arkansas,KG5JPJ B,KG5JPJ G,442.5250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.21,-94.1,-06:00
20,USA Midwest,Summers,Arkansas,KI5DWB B,KI5DWB G,442.0250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.98,-94.49,-06:00
20,USA Midwest,Texarkana,Arkansas,KD5RCA B,KD5RCA G,440.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.45,-94.04,-06:00
20,USA Midwest,CADWELL,Illinois,W9BIL  B,W9BIL  G,440.64375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.41,-88.31,-06:00
20,USA Midwest,CADWELL,Illinois,W9BIL  C,W9BIL  G,145.1950,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.41,-88.31,-06:00
20,USA Midwest,Carbondale,Illinois,W9UIH  B,W9UIH  G,442.65625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.72,-89.22,-06:00
20,USA Midwest,Champaign,Illinois,W9IPA  B,W9IPA  G,443.76875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.14,-88.29,-06:00
20,USA Midwest,Champaign,Illinois,W9YR   B,W9YR   G,443.48125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.13,-88.29,-06:00
20,USA Midwest,Chicago,Illinois,NS9RC  B,NS9RC  G,442.09375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.98,-87.65,-06:00
20,USA Midwest,Chicago,Illinois,WA9ORC B,WA9ORC G,441.90625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.89,-87.62,-06:00
20,USA Midwest,Decatur,Illinois,KC9YFX B,KC9YFX G,442.64375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.88,-89.01,-06:00
20,USA Midwest,Decatur,Illinois,KC9YFX C,KC9YFX G,147.2400,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.88,-89.01,-06:00
20,USA Midwest,DuPage County,Illinois,KC9PWC B,KC9PWC G,440.10625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.56,-88.05,-06:00
20,USA Midwest,Lake  Zurich,Illinois,K9SA   B,K9SA   G,441.23125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.4,-88.14,-06:00
20,USA Midwest,Peoria,Illinois,W9PIA  C,W9PIA  G,145.1050,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.74,-89.48,-06:00
20,USA Midwest,Peoria,Illinois,W9PIA  B,W9PIA  G,443.46875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.74,-89.48,-06:00
20,USA Midwest,Quincy,Illinois,W9AWE  B,W9AWE  G,441.89375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.98,-91.33,-06:00
20,USA Midwest,Quincy,Illinois,W9AWE  C,W9AWE  G,147.1950,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.98,-91.33,-06:00
20,USA Midwest,Rock Island,Illinois,W9QCR  B,W9QCR  G,440.83125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.5,-90.53,-06:00
20,USA Midwest,Rolling Meadows,Illinois,KC9RBB B,KC9RBB G,442.8000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.06,-88.02,-06:00
20,USA Midwest,Springfield,Illinois,W9DUA  B,W9DUA  G,443.78125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.81,-89.64,-06:00
20,USA Midwest,Cedar Falls,Iowa,W0MG   B,W0MG   G,444.6500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.54,-92.47,-06:00
20,USA Midwest,Davenport,Iowa,KD0JJG C,KD0JJG G,146.9550,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.53,-90.57,-06:00
20,USA Midwest,Davenport,Iowa,KD0JJG B,KD0JJG G,440.83125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.53,-90.57,-06:00
20,USA Midwest,Des Moines,Iowa,KD0IAN C,KD0IAN G,147.1050,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.64,-93.8,-06:00
20,USA Midwest,Des Moines,Iowa,KD0IAN B,KD0IAN G,443.1750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.64,-93.8,-06:00
20,USA Midwest,Mount Pleasant,Iowa,KD0NJC B,KD0NJC G,444.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.01,-91.61,-06:00
20,USA Midwest,Reinbeck,Iowa,W0RBK  B,W0RBK  G,444.8750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.32,-92.59,-06:00
20,USA Midwest,Olathe,Kansas,WA0RC  B,WA0RC  G,442.5250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.86,-94.8,-06:00
20,USA Midwest,Alexandria,Louisiana,KF5PIE C,KF5PIE G,147.2100,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.24,-92.46,-06:00
20,USA Midwest,Baton Rouge,Louisiana,KD5CQB C,KD5CQB G,146.8800,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.45,-91.17,-06:00
